epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1565,15602,1.17604,0.67676,1.13293,0.88457,0.79974,0.8433,0.49623,1.51879,0.70375,1.42655,2.2582e-05,2.2582e-05,2.2582e-05
1566,15612.8,1.16917,0.68337,1.13493,0.88402,0.79921,0.84331,0.49601,1.51929,0.70366,1.42685,2.25325e-05,2.25325e-05,2.25325e-05
1567,15623,1.17247,0.68426,1.13231,0.88404,0.79921,0.84324,0.49645,1.51986,0.70366,1.42721,2.2483e-05,2.2483e-05,2.2483e-05
1568,15632.3,1.18886,0.69498,1.13944,0.88402,0.79921,0.84326,0.49643,1.52091,0.70382,1.42787,2.24335e-05,2.24335e-05,2.24335e-05
1569,15641,1.18972,0.69654,1.14859,0.88399,0.79921,0.84327,0.49687,1.52033,0.70368,1.42747,2.2384e-05,2.2384e-05,2.2384e-05
1570,15658.1,1.16057,0.67246,1.12955,0.88413,0.79921,0.84332,0.4967,1.52054,0.70371,1.42755,2.23345e-05,2.23345e-05,2.23345e-05
1571,15668.6,1.15851,0.67632,1.13036,0.88411,0.79921,0.84339,0.49682,1.5209,0.70368,1.42779,2.2285e-05,2.2285e-05,2.2285e-05
1572,15678.4,1.15685,0.68155,1.13443,0.8839,0.79921,0.84338,0.49661,1.52145,0.70385,1.42814,2.22355e-05,2.22355e-05,2.22355e-05
1573,15687.8,1.18294,0.69826,1.14785,0.88385,0.79921,0.84346,0.49677,1.52102,0.70379,1.42786,2.2186e-05,2.2186e-05,2.2186e-05
1574,15697.7,1.14381,0.67477,1.12998,0.88364,0.79921,0.84347,0.4967,1.52169,0.70393,1.4283,2.21365e-05,2.21365e-05,2.21365e-05
1575,15706.8,1.1812,0.6881,1.13587,0.88362,0.79921,0.84348,0.49656,1.52128,0.7039,1.42804,2.2087e-05,2.2087e-05,2.2087e-05
1576,15715.8,1.14802,0.6871,1.1379,0.88362,0.79921,0.84349,0.49709,1.52164,0.70391,1.42828,2.20375e-05,2.20375e-05,2.20375e-05
1577,15724.8,1.1675,0.6824,1.13532,0.88371,0.79921,0.84355,0.49714,1.52125,0.70381,1.42805,2.1988e-05,2.1988e-05,2.1988e-05
1578,15736.4,1.18472,0.69749,1.15212,0.88407,0.79921,0.84356,0.49675,1.52067,0.70374,1.42771,2.19385e-05,2.19385e-05,2.19385e-05
1579,15745.9,1.18189,0.69703,1.13658,0.88459,0.79987,0.84357,0.49688,1.52104,0.70381,1.42797,2.1889e-05,2.1889e-05,2.1889e-05
1580,15754.1,1.13309,0.67124,1.13125,0.88437,0.80053,0.84323,0.49677,1.52157,0.70386,1.42828,2.18395e-05,2.18395e-05,2.18395e-05
1581,15763.5,1.14735,0.67709,1.13194,0.88409,0.80053,0.84324,0.49678,1.52174,0.70381,1.42837,2.179e-05,2.179e-05,2.179e-05
1582,15775,1.17453,0.6832,1.13312,0.8838,0.80053,0.84322,0.4968,1.52147,0.70366,1.42825,2.17405e-05,2.17405e-05,2.17405e-05
1583,15784.6,1.21458,0.70633,1.16357,0.88114,0.80185,0.8432,0.49666,1.52075,0.70347,1.42781,2.1691e-05,2.1691e-05,2.1691e-05
1584,15802.6,1.15138,0.67028,1.12534,0.88482,0.80167,0.84318,0.49669,1.52029,0.70329,1.42745,2.16415e-05,2.16415e-05,2.16415e-05
1585,15811,1.17768,0.6906,1.13926,0.88328,0.80185,0.8432,0.49697,1.51954,0.70313,1.4269,2.1592e-05,2.1592e-05,2.1592e-05
1586,15820.4,1.17205,0.68449,1.14553,0.88358,0.80209,0.84326,0.49697,1.51935,0.7029,1.42673,2.15425e-05,2.15425e-05,2.15425e-05
1587,15830.4,1.17888,0.69212,1.15984,0.88358,0.80203,0.84323,0.49692,1.51956,0.70291,1.42687,2.1493e-05,2.1493e-05,2.1493e-05
1588,15838.9,1.15873,0.68453,1.13631,0.8835,0.80053,0.84326,0.49652,1.51967,0.70277,1.4269,2.14435e-05,2.14435e-05,2.14435e-05
1589,15851.9,1.18273,0.70004,1.14032,0.8835,0.80053,0.8433,0.49656,1.51949,0.7027,1.42679,2.1394e-05,2.1394e-05,2.1394e-05
1590,15860.2,1.13877,0.67178,1.12131,0.8838,0.80053,0.84331,0.49689,1.52028,0.70256,1.42716,2.13445e-05,2.13445e-05,2.13445e-05
1591,15868.8,1.16828,0.69098,1.14118,0.88374,0.80053,0.84337,0.49636,1.52051,0.70269,1.42726,2.1295e-05,2.1295e-05,2.1295e-05
1592,15891.4,1.16586,0.68655,1.13934,0.88372,0.80053,0.84341,0.49636,1.52072,0.70269,1.42737,2.12455e-05,2.12455e-05,2.12455e-05
1593,15901.1,1.15479,0.68296,1.14215,0.88476,0.80126,0.84346,0.49657,1.5206,0.70266,1.42727,2.1196e-05,2.1196e-05,2.1196e-05
1594,15912.1,1.1787,0.68266,1.14173,0.88477,0.80128,0.84345,0.49658,1.5198,0.70249,1.42675,2.11465e-05,2.11465e-05,2.11465e-05
1595,15922.2,1.18759,0.70229,1.15674,0.88477,0.8013,0.8435,0.49674,1.51988,0.70254,1.42682,2.1097e-05,2.1097e-05,2.1097e-05
1596,15932.1,1.14841,0.67088,1.13625,0.88477,0.80131,0.84351,0.49651,1.51913,0.70237,1.42631,2.10475e-05,2.10475e-05,2.10475e-05
1597,15941.7,1.16955,0.69027,1.14215,0.88477,0.80128,0.84351,0.49757,1.5177,0.70209,1.42538,2.0998e-05,2.0998e-05,2.0998e-05
1598,15960.4,1.16826,0.68586,1.13803,0.88477,0.80128,0.84346,0.49709,1.51691,0.7019,1.4249,2.09485e-05,2.09485e-05,2.09485e-05
1599,15969.1,1.16696,0.68729,1.14389,0.88477,0.80132,0.84338,0.49705,1.5163,0.70176,1.42455,2.0899e-05,2.0899e-05,2.0899e-05
1600,15978,1.17802,0.68626,1.14272,0.88364,0.80251,0.84333,0.49697,1.51638,0.70183,1.42469,2.08495e-05,2.08495e-05,2.08495e-05
1601,15986.2,1.16333,0.68659,1.13075,0.88371,0.80307,0.84331,0.4972,1.51596,0.70174,1.42442,2.08e-05,2.08e-05,2.08e-05
1602,15997.7,1.17066,0.68117,1.1404,0.8837,0.80301,0.84333,0.49732,1.51552,0.7016,1.42409,2.07505e-05,2.07505e-05,2.07505e-05
1603,16006.2,1.18051,0.69492,1.15894,0.88356,0.80317,0.84327,0.49735,1.51541,0.70155,1.42403,2.0701e-05,2.0701e-05,2.0701e-05
1604,16014.4,1.16462,0.6876,1.13714,0.88329,0.80317,0.84331,0.4979,1.51452,0.70141,1.42345,2.06515e-05,2.06515e-05,2.06515e-05
1605,16023.7,1.16089,0.68468,1.12689,0.88313,0.80317,0.84333,0.49801,1.51397,0.70131,1.4231,2.0602e-05,2.0602e-05,2.0602e-05
1606,16041.7,1.18492,0.69227,1.13348,0.8831,0.80317,0.84324,0.49791,1.51379,0.70127,1.42294,2.05525e-05,2.05525e-05,2.05525e-05
1607,16050,1.18506,0.6825,1.13813,0.88302,0.80317,0.84327,0.49802,1.51339,0.70117,1.42263,2.0503e-05,2.0503e-05,2.0503e-05
1608,16058.2,1.14518,0.67722,1.11867,0.8845,0.80449,0.84391,0.49812,1.51295,0.701,1.42231,2.04535e-05,2.04535e-05,2.04535e-05
1609,16067.4,1.15713,0.68149,1.13831,0.88452,0.80449,0.84395,0.49808,1.51288,0.70099,1.42224,2.0404e-05,2.0404e-05,2.0404e-05
1610,16075.3,1.15636,0.68082,1.13402,0.88493,0.80449,0.84393,0.49828,1.51213,0.70079,1.42175,2.03545e-05,2.03545e-05,2.03545e-05
1611,16084.3,1.17509,0.68295,1.12477,0.8849,0.80449,0.84393,0.49801,1.51175,0.70062,1.42148,2.0305e-05,2.0305e-05,2.0305e-05
1612,16093.5,1.16773,0.67296,1.1229,0.88457,0.80449,0.8439,0.49855,1.51117,0.7004,1.42109,2.02555e-05,2.02555e-05,2.02555e-05
1613,16102.3,1.13608,0.66749,1.11377,0.88523,0.80494,0.84391,0.4981,1.51131,0.70042,1.42118,2.0206e-05,2.0206e-05,2.0206e-05
1614,16110.5,1.1492,0.67765,1.12339,0.88519,0.80464,0.84394,0.49802,1.51153,0.70055,1.42131,2.01565e-05,2.01565e-05,2.01565e-05
1615,16118.4,1.13832,0.66407,1.11749,0.88524,0.80449,0.8439,0.49803,1.51169,0.70055,1.42141,2.0107e-05,2.0107e-05,2.0107e-05
1616,16126.4,1.16498,0.6845,1.13078,0.88555,0.80449,0.84326,0.49797,1.51187,0.70056,1.42156,2.00575e-05,2.00575e-05,2.00575e-05
1617,16134.4,1.15342,0.68235,1.13333,0.88562,0.80449,0.8432,0.49805,1.51176,0.70058,1.42146,2.0008e-05,2.0008e-05,2.0008e-05
1618,16142.5,1.15702,0.68538,1.12939,0.88544,0.80449,0.84323,0.49788,1.51214,0.70059,1.42171,1.99585e-05,1.99585e-05,1.99585e-05
1619,16150.8,1.17156,0.70608,1.14581,0.88659,0.80551,0.84325,0.49755,1.51252,0.70058,1.42197,1.9909e-05,1.9909e-05,1.9909e-05
1620,16160,1.18367,0.69479,1.14842,0.88656,0.80527,0.84331,0.4971,1.51311,0.7006,1.42238,1.98595e-05,1.98595e-05,1.98595e-05
1621,16181.3,1.17934,0.69507,1.14577,0.88655,0.8052,0.84336,0.49704,1.51356,0.7007,1.42273,1.981e-05,1.981e-05,1.981e-05
1622,16190.6,1.1773,0.69022,1.13594,0.88653,0.80506,0.84337,0.4971,1.51365,0.70066,1.42283,1.97605e-05,1.97605e-05,1.97605e-05
1623,16198.8,1.17624,0.69489,1.13299,0.88651,0.80484,0.84337,0.49732,1.51419,0.70071,1.4232,1.9711e-05,1.9711e-05,1.9711e-05
1624,16206.6,1.14268,0.67739,1.126,0.88645,0.80439,0.84345,0.49735,1.51324,0.70049,1.42259,1.96615e-05,1.96615e-05,1.96615e-05
1625,16214.7,1.17274,0.68398,1.12954,0.88643,0.80422,0.84356,0.49728,1.51248,0.70027,1.42209,1.9612e-05,1.9612e-05,1.9612e-05
1626,16234.8,1.15279,0.66852,1.13253,0.88643,0.80424,0.84362,0.49751,1.51255,0.70022,1.42217,1.95625e-05,1.95625e-05,1.95625e-05
1627,16266.1,1.15122,0.67985,1.12959,0.88644,0.80427,0.84364,0.49772,1.51261,0.70017,1.42224,1.9513e-05,1.9513e-05,1.9513e-05
1628,16274.3,1.15493,0.68342,1.13582,0.88642,0.80417,0.84365,0.4977,1.51201,0.70009,1.42189,1.94635e-05,1.94635e-05,1.94635e-05
1629,16283.3,1.17655,0.69777,1.14056,0.88642,0.80418,0.84393,0.49844,1.5113,0.69993,1.42146,1.9414e-05,1.9414e-05,1.9414e-05
1630,16291.3,1.14745,0.67661,1.13773,0.88646,0.80445,0.84395,0.49842,1.51155,0.69994,1.42161,1.93645e-05,1.93645e-05,1.93645e-05
1631,16306.1,1.15946,0.687,1.14075,0.88646,0.80447,0.84396,0.49834,1.5119,0.69997,1.42185,1.9315e-05,1.9315e-05,1.9315e-05
1632,16315,1.16885,0.69046,1.13549,0.88643,0.80449,0.84397,0.49835,1.51194,0.6999,1.42195,1.92655e-05,1.92655e-05,1.92655e-05
1633,16323.3,1.12689,0.65389,1.1174,0.88633,0.80449,0.844,0.49859,1.5116,0.69983,1.42172,1.9216e-05,1.9216e-05,1.9216e-05
1634,16332.6,1.17601,0.68534,1.14109,0.88621,0.80449,0.84401,0.49883,1.51171,0.6998,1.42179,1.91665e-05,1.91665e-05,1.91665e-05
1635,16350.2,1.17288,0.68255,1.1264,0.88595,0.80449,0.84398,0.4985,1.51219,0.69985,1.42208,1.9117e-05,1.9117e-05,1.9117e-05
1636,16358.8,1.16821,0.68426,1.13687,0.88684,0.80581,0.84472,0.49819,1.51216,0.69984,1.42199,1.90675e-05,1.90675e-05,1.90675e-05
1637,16366.4,1.13146,0.66439,1.12729,0.88604,0.80581,0.84471,0.4985,1.51236,0.69985,1.42208,1.9018e-05,1.9018e-05,1.9018e-05
1638,16374.3,1.14557,0.68275,1.12652,0.88495,0.80581,0.84471,0.49844,1.51282,0.69994,1.42235,1.89685e-05,1.89685e-05,1.89685e-05
1639,16382.2,1.1931,0.69158,1.15197,0.88386,0.80581,0.84468,0.49837,1.5126,0.6997,1.42231,1.8919e-05,1.8919e-05,1.8919e-05
1640,16394.6,1.18302,0.69035,1.14985,0.88373,0.80581,0.84472,0.49858,1.51254,0.69967,1.42232,1.88695e-05,1.88695e-05,1.88695e-05
1641,16404.5,1.13228,0.67427,1.13575,0.88328,0.80581,0.8447,0.49839,1.512,0.69954,1.42198,1.882e-05,1.882e-05,1.882e-05
1642,16413.8,1.13152,0.66802,1.1298,0.88323,0.80581,0.84468,0.49838,1.51161,0.69945,1.42173,1.87705e-05,1.87705e-05,1.87705e-05
1643,16422.4,1.15032,0.67041,1.12519,0.88315,0.80581,0.8447,0.49811,1.51177,0.69944,1.42188,1.8721e-05,1.8721e-05,1.8721e-05
1644,16430.7,1.16812,0.68553,1.14165,0.88311,0.80581,0.84466,0.49824,1.51187,0.6994,1.42199,1.86715e-05,1.86715e-05,1.86715e-05
1645,16438.8,1.15801,0.6832,1.14199,0.88312,0.80581,0.84471,0.49848,1.51176,0.69936,1.42193,1.8622e-05,1.8622e-05,1.8622e-05
1646,16446.9,1.17221,0.69355,1.13356,0.88346,0.80581,0.84471,0.49876,1.51174,0.69928,1.42191,1.85725e-05,1.85725e-05,1.85725e-05
1647,16464.7,1.15743,0.6772,1.11705,0.883,0.80581,0.84471,0.49879,1.51146,0.69909,1.42173,1.8523e-05,1.8523e-05,1.8523e-05
1648,16473.3,1.15326,0.68566,1.13408,0.8831,0.80581,0.84479,0.49864,1.51126,0.69892,1.42162,1.84735e-05,1.84735e-05,1.84735e-05
1649,16481.9,1.1246,0.67334,1.11933,0.88465,0.80581,0.8448,0.49908,1.51088,0.69874,1.42135,1.8424e-05,1.8424e-05,1.8424e-05
1650,16491.3,1.15662,0.67876,1.12935,0.88476,0.80581,0.84479,0.49905,1.5105,0.69862,1.42114,1.83745e-05,1.83745e-05,1.83745e-05
1651,16499.2,1.16723,0.67808,1.12941,0.88477,0.80581,0.84538,0.49923,1.5102,0.69841,1.42104,1.8325e-05,1.8325e-05,1.8325e-05
1652,16509.4,1.11871,0.66322,1.11965,0.88474,0.80581,0.84531,0.4992,1.50999,0.69816,1.42095,1.82755e-05,1.82755e-05,1.82755e-05
1653,16517.6,1.14042,0.68285,1.13559,0.88465,0.80581,0.84529,0.4993,1.5097,0.69807,1.42078,1.8226e-05,1.8226e-05,1.8226e-05
1654,16535.4,1.14212,0.67125,1.12269,0.8847,0.80581,0.84531,0.4993,1.50924,0.69799,1.42052,1.81765e-05,1.81765e-05,1.81765e-05
1655,16545.2,1.15647,0.677,1.13045,0.88482,0.80581,0.84528,0.49928,1.50915,0.69797,1.42049,1.8127e-05,1.8127e-05,1.8127e-05
1656,16553.2,1.15877,0.68482,1.12697,0.88478,0.80581,0.84533,0.49924,1.50926,0.69796,1.42059,1.80775e-05,1.80775e-05,1.80775e-05
1657,16562,1.13567,0.68582,1.1332,0.88473,0.80581,0.84527,0.49909,1.50865,0.69786,1.42024,1.8028e-05,1.8028e-05,1.8028e-05
1658,16571.3,1.17009,0.69238,1.14492,0.88468,0.80581,0.84525,0.49908,1.50822,0.69779,1.42002,1.79785e-05,1.79785e-05,1.79785e-05
1659,16604,1.15397,0.69027,1.13578,0.88592,0.80581,0.84535,0.49954,1.50772,0.69768,1.41976,1.7929e-05,1.7929e-05,1.7929e-05
1660,16613.4,1.16234,0.68779,1.13331,0.88581,0.80581,0.84548,0.49964,1.50706,0.69746,1.41938,1.78795e-05,1.78795e-05,1.78795e-05
1661,16622.2,1.1558,0.68748,1.11858,0.88564,0.80581,0.84548,0.49967,1.50752,0.69749,1.41968,1.783e-05,1.783e-05,1.783e-05
1662,16632.1,1.1519,0.67837,1.12413,0.8854,0.80581,0.84547,0.49974,1.50731,0.69748,1.41956,1.77805e-05,1.77805e-05,1.77805e-05
1663,16650.2,1.16433,0.66876,1.11778,0.88535,0.80591,0.84547,0.50012,1.50676,0.69736,1.41922,1.7731e-05,1.7731e-05,1.7731e-05
1664,16659.7,1.13892,0.67164,1.10924,0.88537,0.80606,0.84548,0.50028,1.50667,0.69719,1.41918,1.76815e-05,1.76815e-05,1.76815e-05
1665,16668.9,1.14497,0.67239,1.11684,0.88522,0.80483,0.84516,0.50039,1.50638,0.69707,1.41902,1.7632e-05,1.7632e-05,1.7632e-05
1666,16678.6,1.13116,0.67724,1.11848,0.88526,0.80581,0.84511,0.5003,1.50617,0.69698,1.41888,1.75825e-05,1.75825e-05,1.75825e-05
1667,16686.9,1.15563,0.68294,1.12831,0.88519,0.80581,0.84506,0.50001,1.50607,0.69687,1.41877,1.7533e-05,1.7533e-05,1.7533e-05
1668,16695.5,1.16284,0.68531,1.13619,0.88522,0.80581,0.8451,0.50005,1.50552,0.69676,1.41837,1.74835e-05,1.74835e-05,1.74835e-05
1669,16703.3,1.1444,0.66758,1.12409,0.88521,0.80581,0.8451,0.50012,1.50562,0.69674,1.41841,1.7434e-05,1.7434e-05,1.7434e-05
1670,16711.4,1.17311,0.69544,1.13838,0.88521,0.80581,0.84508,0.49999,1.50484,0.69657,1.41791,1.73845e-05,1.73845e-05,1.73845e-05
1671,16720,1.14416,0.66634,1.11358,0.88523,0.80581,0.84516,0.50054,1.50388,0.69641,1.41731,1.7335e-05,1.7335e-05,1.7335e-05
1672,16740.3,1.13864,0.68039,1.13225,0.88523,0.80581,0.84524,0.50051,1.50364,0.69637,1.41719,1.72855e-05,1.72855e-05,1.72855e-05
1673,16754.9,1.15458,0.67699,1.12478,0.88518,0.80581,0.84531,0.50073,1.50314,0.69623,1.41688,1.7236e-05,1.7236e-05,1.7236e-05
1674,16764.8,1.1671,0.68889,1.1412,0.88512,0.80581,0.8454,0.50109,1.50287,0.69614,1.41672,1.71865e-05,1.71865e-05,1.71865e-05
1675,16774.2,1.15874,0.67722,1.13351,0.88508,0.80581,0.84542,0.50106,1.50285,0.69612,1.4167,1.7137e-05,1.7137e-05,1.7137e-05
1676,16782.6,1.16648,0.69203,1.13937,0.88504,0.80581,0.84488,0.50091,1.50289,0.6961,1.41678,1.70875e-05,1.70875e-05,1.70875e-05
1677,16794.5,1.16148,0.68488,1.13951,0.88526,0.80581,0.84488,0.50086,1.50262,0.69602,1.41664,1.7038e-05,1.7038e-05,1.7038e-05
1678,16804.6,1.15068,0.67493,1.1356,0.88522,0.80581,0.84485,0.50096,1.50239,0.69602,1.41651,1.69885e-05,1.69885e-05,1.69885e-05
1679,16813.4,1.15003,0.66718,1.13369,0.88495,0.80581,0.84498,0.50101,1.50228,0.69606,1.41644,1.6939e-05,1.6939e-05,1.6939e-05
1680,16821.6,1.16499,0.69244,1.13051,0.88682,0.80732,0.84537,0.50125,1.50224,0.69609,1.41642,1.68895e-05,1.68895e-05,1.68895e-05
1681,16830.8,1.15412,0.67195,1.12101,0.88682,0.80737,0.84543,0.50132,1.5019,0.69596,1.41621,1.684e-05,1.684e-05,1.684e-05
1682,16850.3,1.13967,0.66335,1.11522,0.88682,0.80736,0.84547,0.50118,1.50205,0.69601,1.41631,1.67905e-05,1.67905e-05,1.67905e-05
1683,16859.3,1.15018,0.67606,1.13399,0.88681,0.8073,0.84544,0.50116,1.50228,0.69607,1.41647,1.6741e-05,1.6741e-05,1.6741e-05
1684,16868.4,1.17446,0.6923,1.13828,0.8868,0.80721,0.84543,0.50152,1.50208,0.69604,1.41636,1.66915e-05,1.66915e-05,1.66915e-05
1685,16878.4,1.15597,0.67386,1.13512,0.88683,0.80745,0.84546,0.50144,1.50208,0.69601,1.41638,1.6642e-05,1.6642e-05,1.6642e-05
1686,16888.7,1.14738,0.67713,1.1192,0.88683,0.80743,0.84546,0.50148,1.50213,0.69601,1.41641,1.65925e-05,1.65925e-05,1.65925e-05
1687,16901.3,1.17715,0.68663,1.13642,0.88678,0.80702,0.84543,0.50164,1.50167,0.69591,1.41613,1.6543e-05,1.6543e-05,1.6543e-05
1688,16911.2,1.1426,0.67903,1.13655,0.88677,0.80693,0.84541,0.50159,1.5012,0.69588,1.41585,1.64935e-05,1.64935e-05,1.64935e-05
1689,16920.1,1.15572,0.67423,1.12796,0.88676,0.80689,0.84541,0.50127,1.50121,0.69583,1.41586,1.6444e-05,1.6444e-05,1.6444e-05
1690,16928.6,1.16407,0.68279,1.13799,0.88675,0.80683,0.84542,0.5013,1.5013,0.69574,1.41597,1.63945e-05,1.63945e-05,1.63945e-05
1691,16936.5,1.16259,0.69384,1.1346,0.88674,0.80672,0.84549,0.50123,1.50127,0.69562,1.41597,1.6345e-05,1.6345e-05,1.6345e-05
1692,16946.8,1.15467,0.68918,1.14182,0.88669,0.80631,0.84543,0.50154,1.50063,0.69551,1.41555,1.62955e-05,1.62955e-05,1.62955e-05
1693,16954.9,1.1596,0.67952,1.13208,0.88669,0.80632,0.84541,0.50168,1.50031,0.69539,1.41535,1.6246e-05,1.6246e-05,1.6246e-05
1694,16965,1.15489,0.68054,1.12965,0.88669,0.80631,0.84541,0.50168,1.50056,0.69553,1.41552,1.61965e-05,1.61965e-05,1.61965e-05
1695,16974.2,1.14004,0.67323,1.12394,0.88669,0.80628,0.8454,0.50169,1.50068,0.69554,1.41562,1.6147e-05,1.6147e-05,1.6147e-05
1696,16991.7,1.15743,0.67748,1.13591,0.88668,0.80622,0.8454,0.50146,1.50051,0.69544,1.41555,1.60975e-05,1.60975e-05,1.60975e-05
1697,16999.7,1.13727,0.66334,1.11569,0.88671,0.80644,0.84543,0.5014,1.50061,0.69545,1.41564,1.6048e-05,1.6048e-05,1.6048e-05
1698,17010,1.14843,0.66904,1.12088,0.88605,0.80581,0.84542,0.50138,1.5004,0.69541,1.41552,1.59985e-05,1.59985e-05,1.59985e-05
1699,17018.8,1.1444,0.68178,1.12629,0.88602,0.80581,0.84546,0.5017,1.5002,0.69549,1.4154,1.5949e-05,1.5949e-05,1.5949e-05
1700,17028.2,1.12426,0.66316,1.11435,0.88631,0.80581,0.8454,0.50166,1.50039,0.69554,1.41556,1.58995e-05,1.58995e-05,1.58995e-05
1701,17047.8,1.1661,0.6822,1.1413,0.8863,0.80581,0.84541,0.50179,1.50055,0.69559,1.41569,1.585e-05,1.585e-05,1.585e-05
1702,17058,1.14889,0.68621,1.13112,0.88627,0.80581,0.84533,0.50137,1.50069,0.6956,1.41582,1.58005e-05,1.58005e-05,1.58005e-05
1703,17071.7,1.12172,0.66334,1.11778,0.88624,0.80581,0.84541,0.5014,1.5008,0.69558,1.41593,1.5751e-05,1.5751e-05,1.5751e-05
1704,17080.1,1.15466,0.68324,1.1345,0.88619,0.80581,0.8454,0.50139,1.50073,0.69557,1.4159,1.57015e-05,1.57015e-05,1.57015e-05
1705,17088.6,1.17659,0.69008,1.13657,0.88614,0.80581,0.84539,0.50164,1.50072,0.69555,1.4159,1.5652e-05,1.5652e-05,1.5652e-05
1706,17097.1,1.1572,0.67552,1.13411,0.88605,0.80581,0.84539,0.50162,1.50076,0.69567,1.41597,1.56025e-05,1.56025e-05,1.56025e-05
1707,17105.6,1.17812,0.68664,1.13064,0.88599,0.80581,0.84544,0.50165,1.50063,0.69564,1.41591,1.5553e-05,1.5553e-05,1.5553e-05
1708,17121.9,1.17891,0.69206,1.15125,0.88594,0.80581,0.84545,0.50166,1.50074,0.69564,1.416,1.55035e-05,1.55035e-05,1.55035e-05
1709,17131.3,1.18338,0.69591,1.14594,0.88593,0.80581,0.84547,0.50171,1.50074,0.69558,1.41605,1.5454e-05,1.5454e-05,1.5454e-05
1710,17140.4,1.17725,0.68483,1.14547,0.88597,0.80581,0.84551,0.50148,1.50098,0.6956,1.41623,1.54045e-05,1.54045e-05,1.54045e-05
1711,17148.8,1.14029,0.66519,1.11947,0.88599,0.80581,0.84613,0.50153,1.50074,0.69556,1.41607,1.5355e-05,1.5355e-05,1.5355e-05
1712,17160.5,1.14613,0.6858,1.13246,0.88595,0.80581,0.84609,0.5016,1.50029,0.69546,1.41576,1.53055e-05,1.53055e-05,1.53055e-05
1713,17168.6,1.17529,0.68426,1.14539,0.88588,0.80581,0.84612,0.50176,1.50026,0.69544,1.41576,1.5256e-05,1.5256e-05,1.5256e-05
1714,17177.9,1.12862,0.66892,1.12298,0.88584,0.80581,0.84612,0.50206,1.4999,0.69513,1.41554,1.52065e-05,1.52065e-05,1.52065e-05
1715,17197.5,1.16378,0.68662,1.13458,0.88585,0.80581,0.84609,0.50212,1.49962,0.69516,1.41537,1.5157e-05,1.5157e-05,1.5157e-05
1716,17206.8,1.14614,0.67593,1.12272,0.88589,0.80581,0.84609,0.50218,1.49936,0.69502,1.41521,1.51075e-05,1.51075e-05,1.51075e-05
1717,17220.3,1.14489,0.67019,1.11846,0.88592,0.80581,0.84608,0.50221,1.49943,0.69501,1.41527,1.5058e-05,1.5058e-05,1.5058e-05
1718,17229.9,1.16881,0.69087,1.14723,0.88595,0.80581,0.84607,0.50224,1.49934,0.69498,1.4152,1.50085e-05,1.50085e-05,1.50085e-05
1719,17239.2,1.15953,0.68866,1.14055,0.88595,0.80581,0.84609,0.50234,1.49892,0.6949,1.41494,1.4959e-05,1.4959e-05,1.4959e-05
1720,17248.7,1.1211,0.6641,1.11769,0.88593,0.80581,0.84609,0.50234,1.49878,0.69485,1.41484,1.49095e-05,1.49095e-05,1.49095e-05
1721,17259.9,1.17333,0.69721,1.14775,0.88591,0.80581,0.84616,0.50223,1.49875,0.69484,1.41484,1.486e-05,1.486e-05,1.486e-05
1722,17277.6,1.15186,0.6784,1.11624,0.88585,0.80581,0.84618,0.50226,1.49852,0.69482,1.41474,1.48105e-05,1.48105e-05,1.48105e-05
1723,17286.1,1.15434,0.67602,1.14044,0.88578,0.80581,0.84617,0.50227,1.49813,0.69477,1.41453,1.4761e-05,1.4761e-05,1.4761e-05
1724,17294.6,1.13619,0.68446,1.12613,0.88572,0.80581,0.8462,0.5023,1.49743,0.69465,1.41414,1.47115e-05,1.47115e-05,1.47115e-05
1725,17302.7,1.17041,0.6942,1.14385,0.88566,0.80581,0.8462,0.50233,1.49739,0.69466,1.41415,1.4662e-05,1.4662e-05,1.4662e-05
1726,17312.1,1.17235,0.68158,1.13921,0.88562,0.80581,0.84618,0.50241,1.49824,0.6947,1.41479,1.46125e-05,1.46125e-05,1.46125e-05
1727,17321.8,1.18497,0.69393,1.15457,0.88562,0.80581,0.84617,0.50171,1.4986,0.69472,1.41504,1.4563e-05,1.4563e-05,1.4563e-05
1728,17330.4,1.12446,0.65529,1.11414,0.88566,0.80581,0.84616,0.50183,1.49845,0.69465,1.41492,1.45135e-05,1.45135e-05,1.45135e-05
1729,17338.8,1.15074,0.67703,1.12298,0.88574,0.80581,0.84617,0.50185,1.49835,0.69463,1.41483,1.4464e-05,1.4464e-05,1.4464e-05
1730,17347.8,1.1714,0.67988,1.13363,0.88571,0.80581,0.84616,0.50185,1.49838,0.69464,1.41484,1.44145e-05,1.44145e-05,1.44145e-05
1731,17356.7,1.1281,0.66636,1.11849,0.88537,0.80605,0.84617,0.50192,1.49879,0.69498,1.41507,1.4365e-05,1.4365e-05,1.4365e-05
1732,17380.7,1.12505,0.66807,1.12546,0.88538,0.8061,0.84617,0.50193,1.49866,0.69498,1.41499,1.43155e-05,1.43155e-05,1.43155e-05
1733,17389.5,1.1323,0.66507,1.12269,0.88538,0.80615,0.84685,0.50199,1.49848,0.69493,1.41487,1.4266e-05,1.4266e-05,1.4266e-05
1734,17397.8,1.18029,0.69691,1.15099,0.88538,0.80615,0.84686,0.50186,1.49846,0.6949,1.41485,1.42165e-05,1.42165e-05,1.42165e-05
